team,conference,week,role,penalty_type,total_penalties,total_yards,avg_yards_per_penalty,AP_rank,Coaches_rank
E Michigan,Mid-American,12,committed,Holding,2,29,14.5,NR,NR
E Michigan,Mid-American,12,committed,Offside,1,5,5.0,NR,NR
E Michigan,Mid-American,12,committed,Pass Interference,1,15,15.0,NR,NR
E Michigan,Mid-American,12,drawn,False Start,1,5,5.0,NR,NR
E Michigan,Mid-American,12,drawn,Holding,1,10,10.0,NR,NR
E Michigan,Mid-American,12,drawn,Illegal Formation,1,19,19.0,NR,NR
E Michigan,Mid-American,12,drawn,Other / Unclassified,2,19,9.5,NR,NR
E Michigan,Mid-American,12,drawn,Personal Foul,1,1,1.0,NR,NR
E Michigan,Mid-American,12,drawn,Unsportsmanlike Conduct,1,2,2.0,NR,NR
East Carolina,American Athletic,1,committed,False Start,3,15,5.0,NR,NR
East Carolina,American Athletic,1,committed,Holding,4,21,5.25,NR,NR
East Carolina,American Athletic,1,committed,Other / Unclassified,2,5,2.5,NR,NR
East Carolina,American Athletic,1,committed,Roughing the Passer,1,50,50.0,NR,NR
East Carolina,American Athletic,1,drawn,False Start,3,13,4.33,NR,NR
East Carolina,American Athletic,1,drawn,Holding,3,65,21.67,NR,NR
East Carolina,American Athletic,1,drawn,Pass Interference,1,11,11.0,NR,NR
East Carolina,American Athletic,1,drawn,Personal Foul,1,15,15.0,NR,NR
East Carolina,American Athletic,1,drawn,Roughing the Passer,1,15,15.0,NR,NR
East Carolina,American Athletic,2,committed,Holding,1,10,10.0,NR,NR
East Carolina,American Athletic,2,committed,Illegal Formation,1,3,3.0,NR,NR
East Carolina,American Athletic,2,committed,Offside,1,5,5.0,NR,NR
East Carolina,American Athletic,2,committed,Other / Unclassified,1,5,5.0,NR,NR
East Carolina,American Athletic,2,committed,Personal Foul,1,0,0.0,NR,NR
East Carolina,American Athletic,2,drawn,Face Mask,1,12,12.0,NR,NR
East Carolina,American Athletic,2,drawn,Illegal Formation,2,0,0.0,NR,NR
East Carolina,American Athletic,2,drawn,Offside,3,11,3.67,NR,NR
East Carolina,American Athletic,2,drawn,Pass Interference,1,15,15.0,NR,NR
East Carolina,American Athletic,2,drawn,Personal Foul,1,3,3.0,NR,NR
East Carolina,American Athletic,3,committed,Delay of Game,2,7,3.5,NR,NR
East Carolina,American Athletic,3,committed,False Start,2,10,5.0,NR,NR
East Carolina,American Athletic,3,committed,Other / Unclassified,2,10,5.0,NR,NR
East Carolina,American Athletic,3,drawn,False Start,1,5,5.0,NR,NR
East Carolina,American Athletic,3,drawn,Holding,2,57,28.5,NR,NR
East Carolina,American Athletic,3,drawn,Pass Interference,2,36,18.0,NR,NR
East Carolina,American Athletic,4,committed,False Start,7,31,4.43,NR,NR
East Carolina,American Athletic,4,committed,Holding,2,28,14.0,NR,NR
East Carolina,American Athletic,4,committed,Pass Interference,2,17,8.5,NR,NR
East Carolina,American Athletic,4,committed,Unsportsmanlike Conduct,1,0,0.0,NR,NR
East Carolina,American Athletic,4,drawn,False Start,1,5,5.0,NR,NR
East Carolina,American Athletic,4,drawn,Holding,3,20,6.67,NR,NR
East Carolina,American Athletic,4,drawn,Offside,2,5,2.5,NR,NR
East Carolina,American Athletic,4,drawn,Personal Foul,2,3,1.5,NR,NR
East Carolina,American Athletic,4,drawn,Targeting,1,0,0.0,NR,NR
East Carolina,American Athletic,5,committed,Delay of Game,1,5,5.0,NR,NR
East Carolina,American Athletic,5,committed,Holding,2,9,4.5,NR,NR
East Carolina,American Athletic,5,drawn,Other / Unclassified,1,25,25.0,NR,NR
East Carolina,American Athletic,7,committed,Delay of Game,1,5,5.0,NR,NR
East Carolina,American Athletic,7,committed,False Start,3,15,5.0,NR,NR
East Carolina,American Athletic,7,committed,Holding,1,5,5.0,NR,NR
East Carolina,American Athletic,7,committed,Offside,2,10,5.0,NR,NR
East Carolina,American Athletic,7,committed,Pass Interference,2,24,12.0,NR,NR
East Carolina,American Athletic,7,committed,Personal Foul,1,0,0.0,NR,NR
East Carolina,American Athletic,7,drawn,Face Mask,1,4,4.0,NR,NR
East Carolina,American Athletic,7,drawn,False Start,3,15,5.0,NR,NR
East Carolina,American Athletic,7,drawn,Holding,2,32,16.0,NR,NR
East Carolina,American Athletic,7,drawn,Other / Unclassified,2,13,6.5,NR,NR
East Carolina,American Athletic,7,drawn,Pass Interference,1,15,15.0,NR,NR
East Carolina,American Athletic,8,committed,Face Mask,1,15,15.0,NR,NR
East Carolina,American Athletic,8,committed,False Start,1,0,0.0,NR,NR
East Carolina,American Athletic,8,committed,Holding,2,13,6.5,NR,NR
East Carolina,American Athletic,8,committed,Illegal Formation,1,5,5.0,NR,NR
East Carolina,American Athletic,8,committed,Offside,1,5,5.0,NR,NR
East Carolina,American Athletic,8,drawn,Holding,2,0,0.0,NR,NR
East Carolina,American Athletic,8,drawn,Illegal Formation,1,0,0.0,NR,NR
East Carolina,American Athletic,8,drawn,Pass Interference,1,15,15.0,NR,NR
East Carolina,American Athletic,10,committed,False Start,1,5,5.0,NR,NR
East Carolina,American Athletic,10,committed,Holding,3,40,13.33,NR,NR
East Carolina,American Athletic,10,committed,Offside,1,20,20.0,NR,NR
East Carolina,American Athletic,10,committed,Other / Unclassified,1,47,47.0,NR,NR
East Carolina,American Athletic,10,drawn,False Start,1,5,5.0,NR,NR
East Carolina,American Athletic,10,drawn,Offside,1,29,29.0,NR,NR
East Carolina,American Athletic,10,drawn,Pass Interference,1,15,15.0,NR,NR
East Carolina,American Athletic,11,committed,Holding,1,10,10.0,NR,NR
East Carolina,American Athletic,11,committed,Offside,2,14,7.0,NR,NR
East Carolina,American Athletic,11,committed,Other / Unclassified,2,71,35.5,NR,NR
East Carolina,American Athletic,11,committed,Pass Interference,2,26,13.0,NR,NR
East Carolina,American Athletic,11,committed,Unsportsmanlike Conduct,1,1,1.0,NR,NR
East Carolina,American Athletic,11,drawn,Holding,1,4,4.0,NR,NR
East Carolina,American Athletic,12,committed,False Start,4,20,5.0,NR,NR
East Carolina,American Athletic,12,committed,Holding,2,9,4.5,NR,NR
East Carolina,American Athletic,12,committed,Pass Interference,2,51,25.5,NR,NR
East Carolina,American Athletic,12,drawn,False Start,1,5,5.0,NR,NR
East Carolina,American Athletic,12,drawn,Holding,2,11,5.5,NR,NR
East Carolina,American Athletic,12,drawn,Pass Interference,1,15,15.0,NR,NR
East Carolina,American Athletic,12,drawn,Roughing the Passer,1,15,15.0,NR,NR
East Carolina,American Athletic,12,drawn,Unsportsmanlike Conduct,2,24,12.0,NR,NR
FAU,American Athletic,1,committed,Delay of Game,1,5,5.0,NR,NR
FAU,American Athletic,1,committed,Face Mask,1,15,15.0,NR,NR
FAU,American Athletic,1,committed,False Start,2,10,5.0,NR,NR
FAU,American Athletic,1,committed,Holding,1,3,3.0,NR,NR
FAU,American Athletic,1,committed,Offside,4,6,1.5,NR,NR
FAU,American Athletic,1,committed,Other / Unclassified,1,5,5.0,NR,NR
FAU,American Athletic,1,committed,Roughing the Passer,1,0,0.0,NR,NR
FAU,American Athletic,1,drawn,Delay of Game,1,5,5.0,NR,NR
FAU,American Athletic,1,drawn,Face Mask,1,15,15.0,NR,NR
FAU,American Athletic,1,drawn,False Start,4,20,5.0,NR,NR
FAU,American Athletic,1,drawn,Holding,1,7,7.0,NR,NR
FAU,American Athletic,1,drawn,Illegal Formation,1,0,0.0,NR,NR
FAU,American Athletic,1,drawn,Pass Interference,2,22,11.0,NR,NR
FAU,American Athletic,1,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
FAU,American Athletic,2,committed,False Start,1,5,5.0,NR,NR
FAU,American Athletic,2,committed,Offside,1,5,5.0,NR,NR
FAU,American Athletic,2,committed,Other / Unclassified,1,15,15.0,NR,NR
FAU,American Athletic,2,committed,Pass Interference,2,22,11.0,NR,NR
FAU,American Athletic,2,drawn,Delay of Game,1,5,5.0,NR,NR
FAU,American Athletic,2,drawn,False Start,1,5,5.0,NR,NR
FAU,American Athletic,2,drawn,Holding,1,15,15.0,NR,NR
FAU,American Athletic,2,drawn,Other / Unclassified,1,0,0.0,NR,NR
FAU,American Athletic,3,committed,False Start,3,15,5.0,NR,NR
FAU,American Athletic,3,committed,Holding,3,20,6.67,NR,NR
FAU,American Athletic,3,committed,Illegal Formation,1,0,0.0,NR,NR
FAU,American Athletic,3,committed,Offside,1,0,0.0,NR,NR
FAU,American Athletic,3,committed,Unsportsmanlike Conduct,1,15,15.0,NR,NR
FAU,American Athletic,3,drawn,False Start,1,5,5.0,NR,NR
FAU,American Athletic,3,drawn,Holding,4,12,3.0,NR,NR
FAU,American Athletic,3,drawn,Other / Unclassified,1,5,5.0,NR,NR
FAU,American Athletic,3,drawn,Personal Foul,2,22,11.0,NR,NR
FAU,American Athletic,5,committed,False Start,2,10,5.0,NR,NR
FAU,American Athletic,5,committed,Holding,1,9,9.0,NR,NR
FAU,American Athletic,5,committed,Other / Unclassified,1,5,5.0,NR,NR
FAU,American Athletic,5,committed,Personal Foul,1,0,0.0,NR,NR
FAU,American Athletic,5,drawn,False Start,1,5,5.0,NR,NR
FAU,American Athletic,5,drawn,Offside,1,3,3.0,NR,NR
FAU,American Athletic,5,drawn,Other / Unclassified,1,5,5.0,NR,NR
FAU,American Athletic,5,drawn,Pass Interference,1,15,15.0,NR,NR
FAU,American Athletic,5,drawn,Personal Foul,2,0,0.0,NR,NR
FAU,American Athletic,5,drawn,Unsportsmanlike Conduct,1,5,5.0,NR,NR
FAU,American Athletic,6,committed,False Start,2,10,5.0,NR,NR
FAU,American Athletic,6,committed,Pass Interference,1,15,15.0,NR,NR
FAU,American Athletic,6,drawn,Offside,1,5,5.0,NR,NR
FAU,American Athletic,6,drawn,Pass Interference,1,15,15.0,NR,NR
FAU,American Athletic,6,drawn,Roughing the Passer,1,0,0.0,NR,NR
FAU,American Athletic,7,committed,Holding,1,8,8.0,NR,NR
FAU,American Athletic,7,committed,Offside,1,0,0.0,NR,NR
FAU,American Athletic,7,committed,Other / Unclassified,1,15,15.0,NR,NR
FAU,American Athletic,7,committed,Pass Interference,2,7,3.5,NR,NR
FAU,American Athletic,7,committed,Targeting,1,15,15.0,NR,NR
FAU,American Athletic,7,drawn,False Start,3,15,5.0,NR,NR
FAU,American Athletic,7,drawn,Holding,1,13,13.0,NR,NR
FAU,American Athletic,7,drawn,Illegal Formation,1,0,0.0,NR,NR
FAU,American Athletic,7,drawn,Illegal Motion,1,10,10.0,NR,NR
FAU,American Athletic,7,drawn,Other / Unclassified,2,20,10.0,NR,NR
FAU,American Athletic,7,drawn,Pass Interference,1,15,15.0,NR,NR
FAU,American Athletic,8,committed,False Start,4,20,5.0,NR,NR
FAU,American Athletic,8,committed,Holding,4,39,9.75,NR,NR
FAU,American Athletic,8,committed,Pass Interference,3,45,15.0,NR,NR
FAU,American Athletic,8,drawn,Holding,1,7,7.0,NR,NR
FAU,American Athletic,8,drawn,Offside,1,5,5.0,NR,NR
FAU,American Athletic,8,drawn,Other / Unclassified,1,5,5.0,NR,NR
FAU,American Athletic,8,drawn,Personal Foul,2,15,7.5,NR,NR
FAU,American Athletic,9,committed,False Start,4,20,5.0,NR,NR
FAU,American Athletic,9,committed,Holding,1,10,10.0,NR,NR
FAU,American Athletic,9,committed,Offside,1,5,5.0,NR,NR
FAU,American Athletic,9,committed,Other / Unclassified,2,20,10.0,NR,NR
FAU,American Athletic,9,committed,Personal Foul,1,64,64.0,NR,NR
FAU,American Athletic,9,drawn,Face Mask,1,5,5.0,NR,NR
FAU,American Athletic,9,drawn,False Start,1,5,5.0,NR,NR
FAU,American Athletic,9,drawn,Holding,1,3,3.0,NR,NR
FAU,American Athletic,11,committed,Delay of Game,1,5,5.0,NR,NR
FAU,American Athletic,11,committed,Holding,1,15,15.0,NR,NR
FAU,American Athletic,11,committed,Offside,1,27,27.0,NR,NR
FAU,American Athletic,11,drawn,Delay of Game,2,10,5.0,NR,NR
FAU,American Athletic,11,drawn,False Start,1,5,5.0,NR,NR
FAU,American Athletic,11,drawn,Offside,1,3,3.0,NR,NR
FAU,American Athletic,11,drawn,Other / Unclassified,1,0,0.0,NR,NR
FAU,American Athletic,11,drawn,Pass Interference,2,25,12.5,NR,NR
FAU,American Athletic,11,drawn,Personal Foul,1,9,9.0,NR,NR
FAU,American Athletic,12,committed,False Start,1,5,5.0,NR,NR
FAU,American Athletic,12,committed,Holding,3,97,32.33,NR,NR
FAU,American Athletic,12,committed,Illegal Formation,1,2,2.0,NR,NR
FAU,American Athletic,12,committed,Pass Interference,2,20,10.0,NR,NR
FAU,American Athletic,12,committed,Targeting,1,15,15.0,NR,NR
FAU,American Athletic,12,drawn,Holding,2,10,5.0,NR,NR
FAU,American Athletic,12,drawn,Offside,1,5,5.0,NR,NR
FAU,American Athletic,12,drawn,Other / Unclassified,2,33,16.5,NR,NR
FIU,Conference USA,1,committed,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,1,committed,Face Mask,1,15,15.0,NR,NR
FIU,Conference USA,1,committed,False Start,2,10,5.0,NR,NR
FIU,Conference USA,1,committed,Offside,1,5,5.0,NR,NR
FIU,Conference USA,1,committed,Other / Unclassified,2,23,11.5,NR,NR
FIU,Conference USA,1,committed,Personal Foul,1,0,0.0,NR,NR
FIU,Conference USA,1,committed,Unsportsmanlike Conduct,1,0,0.0,NR,NR
FIU,Conference USA,1,drawn,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,1,drawn,False Start,1,5,5.0,NR,NR
FIU,Conference USA,1,drawn,Holding,2,33,16.5,NR,NR
FIU,Conference USA,1,drawn,Pass Interference,1,0,0.0,NR,NR
FIU,Conference USA,2,committed,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,2,committed,Holding,2,11,5.5,NR,NR
FIU,Conference USA,2,drawn,Holding,1,0,0.0,NR,NR
FIU,Conference USA,2,drawn,Pass Interference,1,15,15.0,NR,NR
FIU,Conference USA,3,committed,False Start,1,5,5.0,NR,NR
FIU,Conference USA,3,committed,Holding,4,12,3.0,NR,NR
FIU,Conference USA,3,committed,Other / Unclassified,1,5,5.0,NR,NR
FIU,Conference USA,3,committed,Personal Foul,2,22,11.0,NR,NR
FIU,Conference USA,3,drawn,False Start,3,15,5.0,NR,NR
FIU,Conference USA,3,drawn,Holding,3,20,6.67,NR,NR
FIU,Conference USA,3,drawn,Illegal Formation,1,0,0.0,NR,NR
FIU,Conference USA,3,drawn,Offside,1,0,0.0,NR,NR
FIU,Conference USA,3,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
FIU,Conference USA,4,committed,Delay of Game,2,10,5.0,NR,NR
FIU,Conference USA,4,committed,False Start,1,5,5.0,NR,NR
FIU,Conference USA,4,committed,Holding,1,0,0.0,NR,NR
FIU,Conference USA,4,drawn,Face Mask,1,15,15.0,NR,NR
FIU,Conference USA,4,drawn,False Start,1,5,5.0,NR,NR
FIU,Conference USA,4,drawn,Holding,2,43,21.5,NR,NR
FIU,Conference USA,4,drawn,Other / Unclassified,1,5,5.0,NR,NR
FIU,Conference USA,4,drawn,Pass Interference,2,28,14.0,NR,NR
FIU,Conference USA,6,committed,Pass Interference,1,3,3.0,NR,NR
FIU,Conference USA,6,drawn,False Start,1,5,5.0,NR,NR
FIU,Conference USA,6,drawn,Holding,5,17,3.4,NR,NR
FIU,Conference USA,6,drawn,Pass Interference,1,10,10.0,NR,NR
FIU,Conference USA,6,drawn,Roughing the Passer,1,15,15.0,NR,NR
FIU,Conference USA,8,committed,Face Mask,1,15,15.0,NR,NR
FIU,Conference USA,8,committed,False Start,2,10,5.0,NR,NR
FIU,Conference USA,8,committed,Holding,4,30,7.5,NR,NR
FIU,Conference USA,8,committed,Offside,1,0,0.0,NR,NR
FIU,Conference USA,8,committed,Other / Unclassified,2,11,5.5,NR,NR
FIU,Conference USA,8,committed,Pass Interference,1,15,15.0,NR,NR
FIU,Conference USA,8,committed,Personal Foul,1,15,15.0,NR,NR
FIU,Conference USA,8,drawn,Holding,1,10,10.0,NR,NR
FIU,Conference USA,8,drawn,Offside,1,5,5.0,NR,NR
FIU,Conference USA,9,committed,Face Mask,2,91,45.5,NR,NR
FIU,Conference USA,9,committed,False Start,3,15,5.0,NR,NR
FIU,Conference USA,9,committed,Holding,2,123,61.5,NR,NR
FIU,Conference USA,9,committed,Offside,1,3,3.0,NR,NR
FIU,Conference USA,9,committed,Other / Unclassified,3,84,28.0,NR,NR
FIU,Conference USA,9,committed,Roughing the Passer,1,9,9.0,NR,NR
FIU,Conference USA,9,drawn,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,9,drawn,False Start,1,5,5.0,NR,NR
FIU,Conference USA,9,drawn,Holding,1,27,27.0,NR,NR
FIU,Conference USA,9,drawn,Illegal Formation,1,4,4.0,NR,NR
FIU,Conference USA,9,drawn,Offside,1,4,4.0,NR,NR
FIU,Conference USA,10,committed,Delay of Game,3,15,5.0,NR,NR
FIU,Conference USA,10,committed,False Start,1,5,5.0,NR,NR
FIU,Conference USA,10,committed,Other / Unclassified,1,45,45.0,NR,NR
FIU,Conference USA,10,committed,Personal Foul,1,20,20.0,NR,NR
FIU,Conference USA,10,committed,Roughing the Passer,1,11,11.0,NR,NR
FIU,Conference USA,10,committed,Unsportsmanlike Conduct,1,15,15.0,NR,NR
FIU,Conference USA,10,drawn,Holding,2,61,30.5,NR,NR
FIU,Conference USA,10,drawn,Offside,1,27,27.0,NR,NR
FIU,Conference USA,10,drawn,Pass Interference,1,15,15.0,NR,NR
FIU,Conference USA,11,committed,Face Mask,1,0,0.0,NR,NR
FIU,Conference USA,11,committed,False Start,1,5,5.0,NR,NR
FIU,Conference USA,11,committed,Holding,3,83,27.67,NR,NR
FIU,Conference USA,11,committed,Offside,1,2,2.0,NR,NR
FIU,Conference USA,11,committed,Other / Unclassified,1,5,5.0,NR,NR
FIU,Conference USA,11,committed,Personal Foul,1,11,11.0,NR,NR
FIU,Conference USA,11,committed,Roughing the Passer,2,40,20.0,NR,NR
FIU,Conference USA,11,committed,Unsportsmanlike Conduct,1,29,29.0,NR,NR
FIU,Conference USA,11,drawn,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,11,drawn,Face Mask,2,53,26.5,NR,NR
FIU,Conference USA,11,drawn,False Start,1,5,5.0,NR,NR
FIU,Conference USA,11,drawn,Holding,1,10,10.0,NR,NR
FIU,Conference USA,12,committed,False Start,2,10,5.0,NR,NR
FIU,Conference USA,12,committed,Holding,1,1,1.0,NR,NR
FIU,Conference USA,12,committed,Offside,1,2,2.0,NR,NR
FIU,Conference USA,12,committed,Other / Unclassified,1,5,5.0,NR,NR
FIU,Conference USA,12,committed,Personal Foul,1,5,5.0,NR,NR
FIU,Conference USA,12,committed,Roughing the Passer,1,10,10.0,NR,NR
FIU,Conference USA,12,drawn,Delay of Game,1,5,5.0,NR,NR
FIU,Conference USA,12,drawn,False Start,2,10,5.0,NR,NR
FIU,Conference USA,12,drawn,Offside,1,40,40.0,NR,NR
FIU,Conference USA,12,drawn,Other / Unclassified,1,17,17.0,NR,NR
FIU,Conference USA,12,drawn,Pass Interference,1,5,5.0,NR,NR
FIU,Conference USA,12,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Florida,SEC,1,committed,Delay of Game,1,5,5.0,NR,NR
Florida,SEC,1,committed,Face Mask,1,15,15.0,NR,NR
Florida,SEC,1,committed,Offside,1,5,5.0,NR,NR
Florida,SEC,1,committed,Other / Unclassified,1,0,0.0,NR,NR
Florida,SEC,1,committed,Pass Interference,1,15,15.0,NR,NR
Florida,SEC,1,committed,Personal Foul,1,0,0.0,NR,NR
Florida,SEC,1,drawn,Delay of Game,2,10,5.0,NR,NR
Florida,SEC,1,drawn,False Start,2,10,5.0,NR,NR
Florida,SEC,1,drawn,Offside,1,65,65.0,NR,NR
Florida,SEC,2,committed,Delay of Game,1,5,5.0,NR,NR
Florida,SEC,2,committed,False Start,3,15,5.0,NR,NR
Florida,SEC,2,committed,Holding,2,30,15.0,NR,NR
Florida,SEC,2,committed,Offside,3,6,2.0,NR,NR
Florida,SEC,2,committed,Pass Interference,1,14,14.0,NR,NR
Florida,SEC,2,committed,Personal Foul,1,4,4.0,NR,NR
Florida,SEC,2,drawn,False Start,2,10,5.0,NR,NR
Florida,SEC,2,drawn,Holding,1,4,4.0,NR,NR
Florida,SEC,2,drawn,Illegal Motion,1,46,46.0,NR,NR
Florida,SEC,2,drawn,Other / Unclassified,1,5,5.0,NR,NR
Florida,SEC,2,drawn,Pass Interference,1,13,13.0,NR,NR
Florida,SEC,2,drawn,Personal Foul,2,15,7.5,NR,NR
Florida,SEC,2,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Florida,SEC,3,committed,False Start,2,5,2.5,NR,NR
Florida,SEC,3,committed,Holding,4,101,25.25,NR,NR
Florida,SEC,3,committed,Pass Interference,1,8,8.0,NR,NR
Florida,SEC,3,committed,Targeting,1,0,0.0,NR,NR
Florida,SEC,3,committed,Unsportsmanlike Conduct,1,50,50.0,NR,NR
Florida,SEC,3,drawn,False Start,2,0,0.0,NR,NR
Florida,SEC,3,drawn,Holding,2,13,6.5,NR,NR
Florida,SEC,3,drawn,Pass Interference,1,11,11.0,NR,NR
Florida,SEC,4,committed,False Start,2,0,0.0,NR,NR
Florida,SEC,4,drawn,Delay of Game,2,10,5.0,NR,NR
Florida,SEC,4,drawn,False Start,4,0,0.0,NR,NR
Florida,SEC,4,drawn,Holding,1,10,10.0,NR,NR
Florida,SEC,6,committed,False Start,3,15,5.0,NR,NR
Florida,SEC,6,committed,Holding,1,1,1.0,NR,NR
Florida,SEC,6,committed,Offside,4,70,17.5,NR,NR
Florida,SEC,6,committed,Personal Foul,1,0,0.0,NR,NR
Florida,SEC,6,drawn,Delay of Game,1,5,5.0,NR,NR
Florida,SEC,6,drawn,Face Mask,1,15,15.0,NR,NR
Florida,SEC,6,drawn,False Start,5,25,5.0,NR,NR
Florida,SEC,6,drawn,Holding,3,9,3.0,NR,NR
Florida,SEC,7,committed,False Start,1,0,0.0,NR,NR
Florida,SEC,7,committed,Holding,3,0,0.0,NR,NR
Florida,SEC,7,committed,Personal Foul,1,0,0.0,NR,NR
Florida,SEC,7,drawn,Delay of Game,1,5,5.0,NR,NR
Florida,SEC,7,drawn,Other / Unclassified,2,0,0.0,NR,NR
Florida,SEC,7,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Florida,SEC,8,committed,Delay of Game,1,5,5.0,NR,NR
Florida,SEC,8,committed,False Start,1,5,5.0,NR,NR
Florida,SEC,8,committed,Holding,1,0,0.0,NR,NR
Florida,SEC,8,committed,Other / Unclassified,1,5,5.0,NR,NR
Florida,SEC,8,committed,Pass Interference,1,14,14.0,NR,NR
Florida,SEC,8,committed,Personal Foul,2,54,27.0,NR,NR
Florida,SEC,8,committed,Roughing the Passer,1,15,15.0,NR,NR
Florida,SEC,8,drawn,False Start,2,10,5.0,NR,NR
Florida,SEC,8,drawn,Holding,1,0,0.0,NR,NR
Florida,SEC,8,drawn,Illegal Formation,1,65,65.0,NR,NR
Florida,SEC,8,drawn,Other / Unclassified,2,5,2.5,NR,NR
Florida,SEC,8,drawn,Pass Interference,1,6,6.0,NR,NR
Florida,SEC,10,committed,False Start,1,5,5.0,NR,NR
Florida,SEC,10,committed,Holding,1,11,11.0,NR,NR
Florida,SEC,10,committed,Other / Unclassified,1,46,46.0,NR,NR
Florida,SEC,10,committed,Pass Interference,2,20,10.0,NR,NR
Florida,SEC,10,committed,Targeting,1,7,7.0,NR,NR
Florida,SEC,10,drawn,False Start,2,10,5.0,NR,NR
Florida,SEC,10,drawn,Holding,2,18,9.0,NR,NR
Florida,SEC,10,drawn,Offside,1,5,5.0,NR,NR
Florida,SEC,10,drawn,Pass Interference,1,15,15.0,NR,NR
Florida,SEC,11,committed,Holding,1,8,8.0,NR,NR
Florida,SEC,11,committed,Illegal Formation,1,20,20.0,NR,NR
Florida,SEC,11,committed,Unsportsmanlike Conduct,1,7,7.0,NR,NR
Florida,SEC,12,committed,Face Mask,1,3,3.0,NR,NR
Florida,SEC,12,committed,False Start,2,10,5.0,NR,NR
Florida,SEC,12,committed,Holding,1,2,2.0,NR,NR
Florida,SEC,12,committed,Other / Unclassified,1,0,0.0,NR,NR
Florida,SEC,12,drawn,Face Mask,1,1,1.0,NR,NR
Florida,SEC,12,drawn,Holding,1,16,16.0,NR,NR
Florida,SEC,12,drawn,Offside,1,5,5.0,NR,NR
Florida,SEC,12,drawn,Other / Unclassified,2,13,6.5,NR,NR
Florida,SEC,12,drawn,Personal Foul,1,15,15.0,NR,NR
Florida State,ACC,1,committed,False Start,1,5,5.0,NR,NR
Florida State,ACC,1,committed,Holding,2,20,10.0,NR,NR
Florida State,ACC,1,committed,Personal Foul,2,30,15.0,NR,NR
Florida State,ACC,1,drawn,Delay of Game,1,5,5.0,NR,NR
Florida State,ACC,1,drawn,False Start,2,10,5.0,NR,NR
Florida State,ACC,1,drawn,Holding,2,20,10.0,NR,NR
Florida State,ACC,1,drawn,Offside,1,0,0.0,NR,NR
Florida State,ACC,1,drawn,Pass Interference,1,15,15.0,NR,NR
Florida State,ACC,2,committed,False Start,1,0,0.0,NR,NR
Florida State,ACC,2,committed,Offside,1,0,0.0,NR,NR
Florida State,ACC,2,committed,Personal Foul,1,0,0.0,NR,NR
Florida State,ACC,2,committed,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Florida State,ACC,2,drawn,Delay of Game,2,10,5.0,NR,NR
Florida State,ACC,2,drawn,Holding,1,0,0.0,NR,NR
Florida State,ACC,2,drawn,Other / Unclassified,1,5,5.0,NR,NR
Florida State,ACC,2,drawn,Personal Foul,1,0,0.0,NR,NR
Florida State,ACC,2,drawn,Roughing,1,0,0.0,NR,NR
Florida State,ACC,4,committed,Holding,1,11,11.0,NR,NR
Florida State,ACC,4,committed,Offside,1,5,5.0,NR,NR
Florida State,ACC,4,committed,Other / Unclassified,1,5,5.0,NR,NR
Florida State,ACC,4,committed,Personal Foul,1,0,0.0,NR,NR
Florida State,ACC,4,drawn,Delay of Game,1,5,5.0,NR,NR
Florida State,ACC,4,drawn,Face Mask,3,21,7.0,NR,NR
Florida State,ACC,4,drawn,Other / Unclassified,1,0,0.0,NR,NR
Florida State,ACC,4,drawn,Roughing the Kicker,1,51,51.0,NR,NR
Florida State,ACC,5,committed,False Start,1,5,5.0,NR,NR
Florida State,ACC,5,committed,Offside,1,0,0.0,NR,NR
Florida State,ACC,5,committed,Other / Unclassified,1,6,6.0,NR,NR
Florida State,ACC,5,committed,Pass Interference,1,12,12.0,NR,NR
Florida State,ACC,5,committed,Targeting,1,0,0.0,NR,NR
Florida State,ACC,5,drawn,False Start,2,10,5.0,NR,NR
Florida State,ACC,5,drawn,Holding,2,5,2.5,NR,NR
Florida State,ACC,5,drawn,Offside,1,4,4.0,NR,NR
Florida State,ACC,5,drawn,Other / Unclassified,2,15,7.5,NR,NR
Florida State,ACC,6,committed,Delay of Game,1,5,5.0,NR,NR
Florida State,ACC,6,committed,False Start,2,0,0.0,NR,NR
Florida State,ACC,6,committed,Offside,1,0,0.0,NR,NR
Florida State,ACC,6,committed,Pass Interference,1,0,0.0,NR,NR
Florida State,ACC,6,committed,Personal Foul,4,0,0.0,NR,NR
Florida State,ACC,6,drawn,False Start,2,0,0.0,NR,NR
Florida State,ACC,6,drawn,Holding,1,0,0.0,NR,NR
Florida State,ACC,6,drawn,Illegal Motion,1,0,0.0,NR,NR
Florida State,ACC,6,drawn,Offside,1,0,0.0,NR,NR
Florida State,ACC,6,drawn,Other / Unclassified,1,8,8.0,NR,NR
Florida State,ACC,6,drawn,Personal Foul,1,0,0.0,NR,NR
Florida State,ACC,7,committed,Delay of Game,1,5,5.0,NR,NR
