team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty,school,conference,school_for_merge,AP Top 25,Coaches Poll,FCS Coaches Poll
Air Force,Delay of Game,Procedural,3,15.0,5.0,Air Force,Mountain West,,,,
Air Force,Face Mask,Other,3,4.0,1.33,Air Force,Mountain West,,,,
Air Force,False Start,Procedural,11,41.0,3.73,Air Force,Mountain West,,,,
Air Force,Holding,Blocking / Holding,17,96.0,5.65,Air Force,Mountain West,,,,
Air Force,Illegal Formation,Procedural,3,52.0,17.33,Air Force,Mountain West,,,,
Air Force,Offside,Procedural,2,0.0,0.0,Air Force,Mountain West,,,,
Air Force,Other / Unclassified,Administrative,3,15.0,5.0,Air Force,Mountain West,,,,
Air Force,Other / Unclassified,Blocking / Holding,1,0.0,0.0,Air Force,Mountain West,,,,
Air Force,Other / Unclassified,Other,8,72.0,9.0,Air Force,Mountain West,,,,
Air Force,Pass Interference,Personal / Contact,8,145.0,18.12,Air Force,Mountain West,,,,
Air Force,Personal Foul,Personal / Contact,4,24.0,6.0,Air Force,Mountain West,,,,
Air Force,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0,Air Force,Mountain West,,,,
Akron,Delay of Game,Procedural,3,5.0,1.67,Akron,Mid-American,,,,
Akron,Face Mask,Other,1,9.0,9.0,Akron,Mid-American,,,,
Akron,False Start,Procedural,18,41.0,2.28,Akron,Mid-American,,,,
Akron,Holding,Blocking / Holding,9,109.0,12.11,Akron,Mid-American,,,,
Akron,Offside,Procedural,2,7.0,3.5,Akron,Mid-American,,,,
Akron,Other / Unclassified,Administrative,2,5.0,2.5,Akron,Mid-American,,,,
Akron,Other / Unclassified,Blocking / Holding,1,0.0,0.0,Akron,Mid-American,,,,
Akron,Other / Unclassified,Other,3,5.0,1.67,Akron,Mid-American,,,,
Akron,Pass Interference,Personal / Contact,6,45.0,7.5,Akron,Mid-American,,,,
Akron,Personal Foul,Personal / Contact,4,55.0,13.75,Akron,Mid-American,,,,
Akron,Roughing the Passer,Personal / Contact,1,18.0,18.0,Akron,Mid-American,,,,
Akron,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0,Akron,Mid-American,,,,
Alabama,Delay of Game,Procedural,1,5.0,5.0,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Face Mask,Other,1,0.0,0.0,Alabama,SEC,Alabama,10.0,10.0,
Alabama,False Start,Procedural,12,43.0,3.58,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Holding,Blocking / Holding,14,110.0,7.86,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Illegal Formation,Procedural,1,4.0,4.0,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Offside,Procedural,2,10.0,5.0,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Other / Unclassified,Administrative,2,25.0,12.5,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Other / Unclassified,Blocking / Holding,4,58.0,14.5,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Other / Unclassified,Other,4,9.0,2.25,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Other / Unclassified,Procedural,1,0.0,0.0,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Pass Interference,Personal / Contact,5,46.0,9.2,Alabama,SEC,Alabama,10.0,10.0,
Alabama,Personal Foul,Personal / Contact,2,18.0,9.0,Alabama,SEC,Alabama,10.0,10.0,
App State,Delay of Game,Procedural,5,20.0,4.0,App State,Sun Belt,,,,
App State,Face Mask,Other,1,15.0,15.0,App State,Sun Belt,,,,
App State,False Start,Procedural,18,75.0,4.17,App State,Sun Belt,,,,
App State,Holding,Blocking / Holding,15,188.0,12.53,App State,Sun Belt,,,,
App State,Offside,Procedural,5,14.0,2.8,App State,Sun Belt,,,,
App State,Other / Unclassified,Blocking / Holding,2,111.0,55.5,App State,Sun Belt,,,,
App State,Other / Unclassified,Other,13,96.0,7.38,App State,Sun Belt,,,,
App State,Other / Unclassified,Safety / Tackling,1,6.0,6.0,App State,Sun Belt,,,,
App State,Pass Interference,Personal / Contact,3,19.0,6.33,App State,Sun Belt,,,,
App State,Pass Interference,Procedural,1,0.0,0.0,App State,Sun Belt,,,,
App State,Personal Foul,Personal / Contact,7,142.0,20.29,App State,Sun Belt,,,,
App State,Roughing,Personal / Contact,1,0.0,0.0,App State,Sun Belt,,,,
App State,Roughing the Kicker,Personal / Contact,1,37.0,37.0,App State,Sun Belt,,,,
App State,Roughing the Passer,Personal / Contact,1,60.0,60.0,App State,Sun Belt,,,,
App State,Targeting,Personal / Contact,1,15.0,15.0,App State,Sun Belt,,,,
App State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0,App State,Sun Belt,,,,
Arizona,Delay of Game,Procedural,5,25.0,5.0,Arizona,Big 12,,,,
Arizona,Face Mask,Other,2,5.0,2.5,Arizona,Big 12,,,,
Arizona,False Start,Procedural,6,25.0,4.17,Arizona,Big 12,,,,
Arizona,Holding,Blocking / Holding,9,108.0,12.0,Arizona,Big 12,,,,
Arizona,Illegal Formation,Procedural,1,2.0,2.0,Arizona,Big 12,,,,
Arizona,Offside,Procedural,3,17.0,5.67,Arizona,Big 12,,,,
Arizona,Other / Unclassified,Administrative,1,75.0,75.0,Arizona,Big 12,,,,
Arizona,Other / Unclassified,Other,5,44.0,8.8,Arizona,Big 12,,,,
Arizona,Other / Unclassified,Procedural,1,0.0,0.0,Arizona,Big 12,,,,
Arizona,Pass Interference,Personal / Contact,7,28.0,4.0,Arizona,Big 12,,,,
Arizona,Personal Foul,Personal / Contact,1,15.0,15.0,Arizona,Big 12,,,,
Arizona,Unsportsmanlike Conduct,Personal / Contact,3,25.0,8.33,Arizona,Big 12,,,,
Arizona State,Delay of Game,Procedural,2,5.0,2.5,Arizona State,Big 12,,,,
Arizona State,Face Mask,Other,2,17.0,8.5,Arizona State,Big 12,,,,
Arizona State,False Start,Procedural,13,54.0,4.15,Arizona State,Big 12,,,,
Arizona State,Holding,Blocking / Holding,11,190.0,17.27,Arizona State,Big 12,,,,
Arizona State,Offside,Procedural,3,5.0,1.67,Arizona State,Big 12,,,,
Arizona State,Other / Unclassified,Administrative,2,13.0,6.5,Arizona State,Big 12,,,,
Arizona State,Other / Unclassified,Blocking / Holding,2,121.0,60.5,Arizona State,Big 12,,,,
Arizona State,Other / Unclassified,Other,6,81.0,13.5,Arizona State,Big 12,,,,
Arizona State,Other / Unclassified,Procedural,1,1.0,1.0,Arizona State,Big 12,,,,
Arizona State,Other / Unclassified,Safety / Tackling,1,0.0,0.0,Arizona State,Big 12,,,,
Arizona State,Pass Interference,Personal / Contact,7,67.0,9.57,Arizona State,Big 12,,,,
Arizona State,Personal Foul,Personal / Contact,6,59.0,9.83,Arizona State,Big 12,,,,
Arizona State,Roughing the Passer,Personal / Contact,2,7.0,3.5,Arizona State,Big 12,,,,
Arizona State,Targeting,Personal / Contact,1,6.0,6.0,Arizona State,Big 12,,,,
Arizona State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0,Arizona State,Big 12,,,,
Arkansas,Delay of Game,Procedural,5,24.0,4.8,Arkansas,SEC,,,,
Arkansas,Face Mask,Other,2,30.0,15.0,Arkansas,SEC,,,,
Arkansas,False Start,Procedural,19,90.0,4.74,Arkansas,SEC,,,,
Arkansas,Holding,Blocking / Holding,14,153.0,10.93,Arkansas,SEC,,,,
Arkansas,Illegal Formation,Procedural,1,12.0,12.0,Arkansas,SEC,,,,
Arkansas,Offside,Procedural,5,52.0,10.4,Arkansas,SEC,,,,
Arkansas,Other / Unclassified,Blocking / Holding,1,0.0,0.0,Arkansas,SEC,,,,
Arkansas,Other / Unclassified,Other,7,38.0,5.43,Arkansas,SEC,,,,
Arkansas,Pass Interference,Personal / Contact,9,101.0,11.22,Arkansas,SEC,,,,
Arkansas,Personal Foul,Personal / Contact,3,51.0,17.0,Arkansas,SEC,,,,
Arkansas,Roughing the Passer,Personal / Contact,2,30.0,15.0,Arkansas,SEC,,,,
Arkansas State,Delay of Game,Procedural,3,10.0,3.33,Arkansas State,Sun Belt,,,,
Arkansas State,Face Mask,Other,1,15.0,15.0,Arkansas State,Sun Belt,,,,
Arkansas State,False Start,Procedural,13,10.0,0.77,Arkansas State,Sun Belt,,,,
Arkansas State,Holding,Blocking / Holding,31,226.0,7.29,Arkansas State,Sun Belt,,,,
Arkansas State,Illegal Formation,Procedural,1,6.0,6.0,Arkansas State,Sun Belt,,,,
Arkansas State,Illegal Motion,Other,1,9.0,9.0,Arkansas State,Sun Belt,,,,
Arkansas State,Offside,Procedural,1,5.0,5.0,Arkansas State,Sun Belt,,,,
Arkansas State,Other / Unclassified,Blocking / Holding,1,1.0,1.0,Arkansas State,Sun Belt,,,,
Arkansas State,Other / Unclassified,Other,6,49.0,8.17,Arkansas State,Sun Belt,,,,
Arkansas State,Pass Interference,Personal / Contact,1,9.0,9.0,Arkansas State,Sun Belt,,,,
Arkansas State,Personal Foul,Personal / Contact,2,40.0,20.0,Arkansas State,Sun Belt,,,,
Arkansas State,Roughing,Personal / Contact,2,0.0,0.0,Arkansas State,Sun Belt,,,,
Arkansas State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0,Arkansas State,Sun Belt,,,,
Army,Delay of Game,Procedural,1,5.0,5.0,Army,American Athletic,,,,
Army,False Start,Procedural,10,50.0,5.0,Army,American Athletic,,,,
Army,Holding,Blocking / Holding,10,59.0,5.9,Army,American Athletic,,,,
Army,Illegal Formation,Procedural,1,2.0,2.0,Army,American Athletic,,,,
Army,Illegal Motion,Other,1,0.0,0.0,Army,American Athletic,,,,
Army,Other / Unclassified,Administrative,1,5.0,5.0,Army,American Athletic,,,,
Army,Other / Unclassified,Other,1,0.0,0.0,Army,American Athletic,,,,
Army,Roughing the Passer,Personal / Contact,1,13.0,13.0,Army,American Athletic,,,,
Auburn,Delay of Game,Procedural,6,25.0,4.17,Auburn,SEC,,,,
Auburn,Face Mask,Other,4,26.0,6.5,Auburn,SEC,,,,
Auburn,False Start,Procedural,11,45.0,4.09,Auburn,SEC,,,,
Auburn,Holding,Blocking / Holding,17,92.0,5.41,Auburn,SEC,,,,
Auburn,Illegal Formation,Procedural,2,4.0,2.0,Auburn,SEC,,,,
Auburn,Offside,Procedural,5,20.0,4.0,Auburn,SEC,,,,
Auburn,Other / Unclassified,Administrative,1,29.0,29.0,Auburn,SEC,,,,
Auburn,Other / Unclassified,Blocking / Holding,2,15.0,7.5,Auburn,SEC,,,,
Auburn,Other / Unclassified,Other,4,35.0,8.75,Auburn,SEC,,,,
Auburn,Pass Interference,Personal / Contact,12,84.0,7.0,Auburn,SEC,,,,
Auburn,Personal Foul,Personal / Contact,4,49.0,12.25,Auburn,SEC,,,,
Auburn,Roughing,Personal / Contact,1,15.0,15.0,Auburn,SEC,,,,
Auburn,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0,Auburn,SEC,,,,
BYU,Delay of Game,Procedural,6,25.0,4.17,BYU,Big 12,BYU,11.0,11.0,
BYU,Face Mask,Other,1,5.0,5.0,BYU,Big 12,BYU,11.0,11.0,
BYU,False Start,Procedural,20,84.0,4.2,BYU,Big 12,BYU,11.0,11.0,
BYU,Holding,Blocking / Holding,7,45.0,6.43,BYU,Big 12,BYU,11.0,11.0,
BYU,Offside,Procedural,5,11.0,2.2,BYU,Big 12,BYU,11.0,11.0,
BYU,Other / Unclassified,Administrative,2,10.0,5.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Other / Unclassified,Blocking / Holding,1,15.0,15.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Other / Unclassified,Other,1,10.0,10.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Other / Unclassified,Procedural,1,16.0,16.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Pass Interference,Personal / Contact,4,42.0,10.5,BYU,Big 12,BYU,11.0,11.0,
BYU,Personal Foul,Personal / Contact,2,0.0,0.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Roughing the Passer,Personal / Contact,1,15.0,15.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Targeting,Personal / Contact,1,15.0,15.0,BYU,Big 12,BYU,11.0,11.0,
BYU,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0,BYU,Big 12,BYU,11.0,11.0,
Ball State,Delay of Game,Procedural,2,10.0,5.0,Ball State,Mid-American,,,,
Ball State,Face Mask,Other,2,30.0,15.0,Ball State,Mid-American,,,,
Ball State,False Start,Procedural,5,25.0,5.0,Ball State,Mid-American,,,,
Ball State,Holding,Blocking / Holding,14,216.0,15.43,Ball State,Mid-American,,,,
Ball State,Illegal Formation,Procedural,2,57.0,28.5,Ball State,Mid-American,,,,
Ball State,Offside,Procedural,5,30.0,6.0,Ball State,Mid-American,,,,
Ball State,Other / Unclassified,Administrative,3,5.0,1.67,Ball State,Mid-American,,,,
Ball State,Other / Unclassified,Other,2,15.0,7.5,Ball State,Mid-American,,,,
Ball State,Pass Interference,Personal / Contact,4,60.0,15.0,Ball State,Mid-American,,,,
Ball State,Personal Foul,Personal / Contact,9,3.0,0.33,Ball State,Mid-American,,,,
Ball State,Roughing the Passer,Personal / Contact,2,17.0,8.5,Ball State,Mid-American,,,,
Ball State,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0,Ball State,Mid-American,,,,
Baylor,Delay of Game,Procedural,4,20.0,5.0,Baylor,Big 12,,,,
Baylor,Face Mask,Other,1,15.0,15.0,Baylor,Big 12,,,,
Baylor,False Start,Procedural,9,35.0,3.89,Baylor,Big 12,,,,
Baylor,Holding,Blocking / Holding,12,34.0,2.83,Baylor,Big 12,,,,
Baylor,Illegal Formation,Procedural,3,47.0,15.67,Baylor,Big 12,,,,
Baylor,Illegal Motion,Other,1,5.0,5.0,Baylor,Big 12,,,,
Baylor,Offside,Procedural,1,5.0,5.0,Baylor,Big 12,,,,
Baylor,Other / Unclassified,Administrative,1,0.0,0.0,Baylor,Big 12,,,,
Baylor,Other / Unclassified,Blocking / Holding,2,15.0,7.5,Baylor,Big 12,,,,
Baylor,Other / Unclassified,Other,12,55.0,4.58,Baylor,Big 12,,,,
Baylor,Other / Unclassified,Safety / Tackling,1,0.0,0.0,Baylor,Big 12,,,,
Baylor,Pass Interference,Personal / Contact,7,104.0,14.86,Baylor,Big 12,,,,
Baylor,Personal Foul,Personal / Contact,5,64.0,12.8,Baylor,Big 12,,,,
Baylor,Roughing the Passer,Personal / Contact,1,0.0,0.0,Baylor,Big 12,,,,
Baylor,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0,Baylor,Big 12,,,,
Boise State,Delay of Game,Procedural,5,25.0,5.0,Boise State,Mountain West,,,,
Boise State,Face Mask,Other,4,48.0,12.0,Boise State,Mountain West,,,,
Boise State,False Start,Procedural,20,100.0,5.0,Boise State,Mountain West,,,,
Boise State,Holding,Blocking / Holding,23,223.0,9.7,Boise State,Mountain West,,,,
Boise State,Illegal Formation,Procedural,1,0.0,0.0,Boise State,Mountain West,,,,
Boise State,Offside,Procedural,5,14.0,2.8,Boise State,Mountain West,,,,
Boise State,Other / Unclassified,Blocking / Holding,4,13.0,3.25,Boise State,Mountain West,,,,
Boise State,Other / Unclassified,Other,7,69.0,9.86,Boise State,Mountain West,,,,
Boise State,Pass Interference,Personal / Contact,8,91.0,11.38,Boise State,Mountain West,,,,
Boise State,Personal Foul,Personal / Contact,5,120.0,24.0,Boise State,Mountain West,,,,
Boise State,Roughing,Personal / Contact,1,11.0,11.0,Boise State,Mountain West,,,,
Boise State,Roughing the Passer,Personal / Contact,3,30.0,10.0,Boise State,Mountain West,,,,
Boise State,Unsportsmanlike Conduct,Personal / Contact,5,60.0,12.0,Boise State,Mountain West,,,,
Boston College,Delay of Game,Procedural,5,15.0,3.0,Boston College,ACC,,,,
Boston College,Face Mask,Other,4,37.0,9.25,Boston College,ACC,,,,
Boston College,False Start,Procedural,11,35.0,3.18,Boston College,ACC,,,,
Boston College,Holding,Blocking / Holding,25,167.0,6.68,Boston College,ACC,,,,
Boston College,Illegal Formation,Procedural,1,0.0,0.0,Boston College,ACC,,,,
Boston College,Offside,Procedural,4,24.0,6.0,Boston College,ACC,,,,
Boston College,Other / Unclassified,Administrative,4,10.0,2.5,Boston College,ACC,,,,
Boston College,Other / Unclassified,Blocking / Holding,1,40.0,40.0,Boston College,ACC,,,,
Boston College,Other / Unclassified,Other,12,92.0,7.67,Boston College,ACC,,,,
Boston College,Pass Interference,Personal / Contact,12,69.0,5.75,Boston College,ACC,,,,
Boston College,Personal Foul,Personal / Contact,6,35.0,5.83,Boston College,ACC,,,,
Boston College,Roughing,Personal / Contact,2,0.0,0.0,Boston College,ACC,,,,
Boston College,Roughing the Passer,Personal / Contact,3,51.0,17.0,Boston College,ACC,,,,
Boston College,Targeting,Personal / Contact,1,3.0,3.0,Boston College,ACC,,,,
Boston College,Unsportsmanlike Conduct,Personal / Contact,3,65.0,21.67,Boston College,ACC,,,,
Bowling Green,Delay of Game,Procedural,4,20.0,5.0,Bowling Green,Mid-American,,,,
Bowling Green,False Start,Procedural,16,75.0,4.69,Bowling Green,Mid-American,,,,
Bowling Green,Holding,Blocking / Holding,19,232.0,12.21,Bowling Green,Mid-American,,,,
Bowling Green,Offside,Procedural,4,19.0,4.75,Bowling Green,Mid-American,,,,
Bowling Green,Other / Unclassified,Administrative,1,0.0,0.0,Bowling Green,Mid-American,,,,
Bowling Green,Other / Unclassified,Blocking / Holding,3,69.0,23.0,Bowling Green,Mid-American,,,,
Bowling Green,Other / Unclassified,Other,6,57.0,9.5,Bowling Green,Mid-American,,,,
Bowling Green,Other / Unclassified,Procedural,2,16.0,8.0,Bowling Green,Mid-American,,,,
Bowling Green,Pass Interference,Personal / Contact,10,138.0,13.8,Bowling Green,Mid-American,,,,
Bowling Green,Personal Foul,Personal / Contact,5,25.0,5.0,Bowling Green,Mid-American,,,,
Bowling Green,Roughing the Passer,Personal / Contact,1,15.0,15.0,Bowling Green,Mid-American,,,,
Bowling Green,Unsportsmanlike Conduct,Personal / Contact,5,30.0,6.0,Bowling Green,Mid-American,,,,
Bowling Green,Unsportsmanlike Conduct,Procedural,1,0.0,0.0,Bowling Green,Mid-American,,,,
Buffalo,Delay of Game,Procedural,5,25.0,5.0,Buffalo,Mid-American,,,,
Buffalo,Face Mask,Other,2,20.0,10.0,Buffalo,Mid-American,,,,
Buffalo,False Start,Procedural,11,32.0,2.91,Buffalo,Mid-American,,,,
Buffalo,Holding,Blocking / Holding,10,92.0,9.2,Buffalo,Mid-American,,,,
Buffalo,Illegal Formation,Procedural,1,0.0,0.0,Buffalo,Mid-American,,,,
Buffalo,Offside,Procedural,1,5.0,5.0,Buffalo,Mid-American,,,,
Buffalo,Other / Unclassified,Administrative,1,4.0,4.0,Buffalo,Mid-American,,,,
Buffalo,Other / Unclassified,Other,5,20.0,4.0,Buffalo,Mid-American,,,,
Buffalo,Pass Interference,Personal / Contact,10,174.0,17.4,Buffalo,Mid-American,,,,
Buffalo,Personal Foul,Personal / Contact,2,45.0,22.5,Buffalo,Mid-American,,,,
Buffalo,Unsportsmanlike Conduct,Personal / Contact,3,0.0,0.0,Buffalo,Mid-American,,,,
California,Delay of Game,Procedural,2,0.0,0.0,California,ACC,,,,
California,False Start,Procedural,13,37.0,2.85,California,ACC,,,,
California,Holding,Blocking / Holding,16,78.0,4.88,California,ACC,,,,
California,Illegal Formation,Procedural,1,3.0,3.0,California,ACC,,,,
California,Offside,Procedural,4,0.0,0.0,California,ACC,,,,
California,Other / Unclassified,Blocking / Holding,1,2.0,2.0,California,ACC,,,,
California,Other / Unclassified,Other,2,0.0,0.0,California,ACC,,,,
California,Pass Interference,Personal / Contact,7,27.0,3.86,California,ACC,,,,
California,Personal Foul,Personal / Contact,4,27.0,6.75,California,ACC,,,,
California,Roughing the Passer,Personal / Contact,3,43.0,14.33,California,ACC,,,,
California,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0,California,ACC,,,,
Central Michigan,Delay of Game,Procedural,2,5.0,2.5,Central Michigan,Mid-American,,,,
Central Michigan,Face Mask,Other,6,76.0,12.67,Central Michigan,Mid-American,,,,
Central Michigan,False Start,Procedural,11,45.0,4.09,Central Michigan,Mid-American,,,,
Central Michigan,Holding,Blocking / Holding,17,139.0,8.18,Central Michigan,Mid-American,,,,
Central Michigan,Illegal Formation,Procedural,2,70.0,35.0,Central Michigan,Mid-American,,,,
Central Michigan,Offside,Procedural,9,51.0,5.67,Central Michigan,Mid-American,,,,
Central Michigan,Other / Unclassified,Administrative,4,13.0,3.25,Central Michigan,Mid-American,,,,
Central Michigan,Other / Unclassified,Blocking / Holding,2,0.0,0.0,Central Michigan,Mid-American,,,,
Central Michigan,Other / Unclassified,Other,11,172.0,15.64,Central Michigan,Mid-American,,,,
Central Michigan,Pass Interference,Personal / Contact,6,64.0,10.67,Central Michigan,Mid-American,,,,
Central Michigan,Personal Foul,Personal / Contact,4,62.0,15.5,Central Michigan,Mid-American,,,,
Central Michigan,Roughing,Personal / Contact,1,0.0,0.0,Central Michigan,Mid-American,,,,
Central Michigan,Roughing the Passer,Personal / Contact,2,21.0,10.5,Central Michigan,Mid-American,,,,
Central Michigan,Targeting,Personal / Contact,1,2.0,2.0,Central Michigan,Mid-American,,,,
Central Michigan,Unsportsmanlike Conduct,Personal / Contact,6,10.0,1.67,Central Michigan,Mid-American,,,,
Charlotte,Delay of Game,Procedural,1,0.0,0.0,Charlotte,American Athletic,,,,
Charlotte,Face Mask,Other,5,61.0,12.2,Charlotte,American Athletic,,,,
Charlotte,False Start,Procedural,7,30.0,4.29,Charlotte,American Athletic,,,,
Charlotte,Holding,Blocking / Holding,10,27.0,2.7,Charlotte,American Athletic,,,,
Charlotte,Offside,Procedural,4,26.0,6.5,Charlotte,American Athletic,,,,
Charlotte,Other / Unclassified,Administrative,1,5.0,5.0,Charlotte,American Athletic,,,,
Charlotte,Other / Unclassified,Other,1,7.0,7.0,Charlotte,American Athletic,,,,
Charlotte,Pass Interference,Personal / Contact,3,30.0,10.0,Charlotte,American Athletic,,,,
Charlotte,Personal Foul,Personal / Contact,5,84.0,16.8,Charlotte,American Athletic,,,,
Charlotte,Unsportsmanlike Conduct,Personal / Contact,3,48.0,16.0,Charlotte,American Athletic,,,,
Cincinnati,Delay of Game,Procedural,3,9.0,3.0,Cincinnati,Big 12,,,,
Cincinnati,Face Mask,Other,2,11.0,5.5,Cincinnati,Big 12,,,,
Cincinnati,False Start,Procedural,14,58.0,4.14,Cincinnati,Big 12,,,,
Cincinnati,Holding,Blocking / Holding,8,75.0,9.38,Cincinnati,Big 12,,,,
Cincinnati,Illegal Formation,Procedural,1,7.0,7.0,Cincinnati,Big 12,,,,
Cincinnati,Illegal Motion,Other,1,6.0,6.0,Cincinnati,Big 12,,,,
Cincinnati,Offside,Procedural,2,8.0,4.0,Cincinnati,Big 12,,,,
Cincinnati,Other / Unclassified,Administrative,3,45.0,15.0,Cincinnati,Big 12,,,,
Cincinnati,Other / Unclassified,Blocking / Holding,2,10.0,5.0,Cincinnati,Big 12,,,,
Cincinnati,Other / Unclassified,Other,3,31.0,10.33,Cincinnati,Big 12,,,,
Cincinnati,Other / Unclassified,Procedural,1,16.0,16.0,Cincinnati,Big 12,,,,
Cincinnati,Pass Interference,Personal / Contact,11,133.0,12.09,Cincinnati,Big 12,,,,
Cincinnati,Pass Interference,Procedural,1,9.0,9.0,Cincinnati,Big 12,,,,
Cincinnati,Personal Foul,Personal / Contact,3,13.0,4.33,Cincinnati,Big 12,,,,
Cincinnati,Roughing the Passer,Personal / Contact,1,0.0,0.0,Cincinnati,Big 12,,,,
Cincinnati,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0,Cincinnati,Big 12,,,,
Clemson,Delay of Game,Procedural,2,10.0,5.0,Clemson,ACC,,,,
Clemson,Face Mask,Other,1,0.0,0.0,Clemson,ACC,,,,
Clemson,False Start,Procedural,12,55.0,4.58,Clemson,ACC,,,,
Clemson,Holding,Blocking / Holding,11,90.0,8.18,Clemson,ACC,,,,
Clemson,Illegal Formation,Procedural,5,73.0,14.6,Clemson,ACC,,,,
Clemson,Offside,Procedural,3,10.0,3.33,Clemson,ACC,,,,
Clemson,Other / Unclassified,Administrative,1,5.0,5.0,Clemson,ACC,,,,
Clemson,Other / Unclassified,Blocking / Holding,1,7.0,7.0,Clemson,ACC,,,,
Clemson,Other / Unclassified,Other,3,13.0,4.33,Clemson,ACC,,,,
Clemson,Other / Unclassified,Procedural,1,0.0,0.0,Clemson,ACC,,,,
Clemson,Pass Interference,Personal / Contact,8,87.0,10.88,Clemson,ACC,,,,
Clemson,Personal Foul,Personal / Contact,4,38.0,9.5,Clemson,ACC,,,,
Clemson,Roughing,Personal / Contact,1,0.0,0.0,Clemson,ACC,,,,
Clemson,Roughing the Passer,Personal / Contact,3,30.0,10.0,Clemson,ACC,,,,
Clemson,Unsportsmanlike Conduct,Personal / Contact,4,18.0,4.5,Clemson,ACC,,,,
Coastal Carolina,Delay of Game,Procedural,2,7.0,3.5,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Face Mask,Other,4,38.0,9.5,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,False Start,Procedural,16,80.0,5.0,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Holding,Blocking / Holding,16,354.0,22.12,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Illegal Formation,Procedural,3,69.0,23.0,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Offside,Procedural,10,42.0,4.2,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Other / Unclassified,Administrative,4,19.0,4.75,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Other / Unclassified,Blocking / Holding,3,18.0,6.0,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Other / Unclassified,Other,3,10.0,3.33,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Pass Interference,Personal / Contact,4,52.0,13.0,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Personal Foul,Personal / Contact,3,34.0,11.33,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Roughing the Passer,Personal / Contact,4,80.0,20.0,Coastal Carolina,Sun Belt,,,,
Coastal Carolina,Unsportsmanlike Conduct,Personal / Contact,4,33.0,8.25,Coastal Carolina,Sun Belt,,,,
Colorado,Delay of Game,Procedural,4,20.0,5.0,Colorado,Big 12,,,,
Colorado,Face Mask,Other,2,18.0,9.0,Colorado,Big 12,,,,
Colorado,False Start,Procedural,12,60.0,5.0,Colorado,Big 12,,,,
Colorado,Holding,Blocking / Holding,12,111.0,9.25,Colorado,Big 12,,,,
Colorado,Illegal Formation,Procedural,1,48.0,48.0,Colorado,Big 12,,,,
Colorado,Offside,Procedural,1,5.0,5.0,Colorado,Big 12,,,,
Colorado,Other / Unclassified,Administrative,3,10.0,3.33,Colorado,Big 12,,,,
Colorado,Other / Unclassified,Other,4,46.0,11.5,Colorado,Big 12,,,,
Colorado,Other / Unclassified,Procedural,1,0.0,0.0,Colorado,Big 12,,,,
Colorado,Pass Interference,Personal / Contact,10,156.0,15.6,Colorado,Big 12,,,,
Colorado,Personal Foul,Personal / Contact,3,17.0,5.67,Colorado,Big 12,,,,
Colorado,Roughing the Passer,Personal / Contact,3,15.0,5.0,Colorado,Big 12,,,,
Colorado,Targeting,Personal / Contact,1,15.0,15.0,Colorado,Big 12,,,,
Colorado,Unsportsmanlike Conduct,Personal / Contact,2,30.0,15.0,Colorado,Big 12,,,,
Colorado State,Delay of Game,Procedural,3,15.0,5.0,Colorado State,Mountain West,,,,
Colorado State,Face Mask,Other,4,22.0,5.5,Colorado State,Mountain West,,,,
Colorado State,False Start,Procedural,18,85.0,4.72,Colorado State,Mountain West,,,,
